Sample	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
AS_C_L3_F_S_S2_L004_R2_PE	14.0	186.0	15.0	864.0	9.0	20.0	13.0	20.0	22.0	14075.0	2172.0	2693.0	3311.0	4234.0	5165.0	5448.0	12367.0	6552.0	7010.0	7748.0	8371.0	11044.0	13900.0	15995.0	16561.0	22968.0	24691.0	30210.0	39606.0	57830.0	92639.0	220815.0	40183484.0
AS_C_L3_F_S_S3_L002_R1_PE	17.0	1390.0	27.0	24.0	28.0	14.0	33.0	30.0	49.0	1188.0	696.0	1040.0	1459.0	2233.0	2809.0	3526.0	4465.0	5428.0	7252.0	7424.0	8334.0	10157.0	12920.0	14195.0	14469.0	19016.0	21866.0	26242.0	31844.0	48091.0	68581.0	149635.0	38874823.0
AS_C_L3_F_S_S3_L002_R2_PE	854.0	391.0	1093.0	478.0	25.0	20.0	29.0	42.0	522.0	12331.0	1762.0	2202.0	2918.0	3436.0	4333.0	6579.0	4393.0	4926.0	5808.0	6179.0	13509.0	8455.0	10385.0	10687.0	10580.0	11848.0	15554.0	18091.0	22683.0	31989.0	52534.0	114710.0	38959959.0
AS_C_L3_F_V_S1_L004_R1_PE	9.0	12.0	25.0	72.0	26.0	20.0	14.0	17.0	4671.0	885.0	692.0	927.0	1431.0	6225.0	2666.0	3857.0	4943.0	6244.0	8498.0	8619.0	11512.0	12280.0	15493.0	17456.0	18594.0	21912.0	31364.0	36077.0	47046.0	70778.0	109318.0	247255.0	43726396.0
AS_C_L3_F_V_S1_L004_R2_PE	22.0	203.0	39.0	941.0	27.0	19.0	13.0	28.0	37.0	10021.0	1708.0	2147.0	2789.0	3689.0	4542.0	5150.0	12871.0	6261.0	7201.0	7884.0	8783.0	11502.0	14907.0	17176.0	17680.0	25108.0	27299.0	33237.0	43662.0	65037.0	102710.0	247506.0	43735135.0
AS_C_L3_F_V_S2_L004_R1_PE	14.0	15.0	17.0	64.0	22.0	17.0	40.0	38.0	4398.0	1077.0	777.0	982.0	1528.0	6051.0	2891.0	4052.0	5018.0	6227.0	8469.0	8598.0	11240.0	12409.0	15951.0	17402.0	18388.0	21999.0	30798.0	35380.0	46189.0	68247.0	104948.0	235973.0	41687248.0
AS_C_L3_F_V_S2_L004_R2_PE	20.0	192.0	23.0	937.0	15.0	25.0	29.0	50.0	40.0	10304.0	1827.0	2238.0	2931.0	3762.0	4760.0	5298.0	12581.0	6411.0	7353.0	7984.0	8509.0	11481.0	14372.0	16580.0	16672.0	23373.0	25088.0	30339.0	39217.0	57742.0	90365.0	213904.0	41742045.0
AS_C_L3_F_V_S3_L002_R1_PE	16.0	1400.0	13.0	10.0	9.0	14.0	15.0	20.0	32.0	692.0	381.0	576.0	851.0	1207.0	1569.0	2129.0	2451.0	3283.0	4413.0	4408.0	5076.0	6258.0	7947.0	8994.0	9393.0	13125.0	14670.0	18330.0	23218.0	36570.0	54846.0	129175.0	40206376.0
AS_C_L3_F_V_S3_L002_R2_PE	878.0	387.0	1223.0	444.0	4.0	17.0	21.0	16.0	544.0	17374.0	2056.0	2485.0	3176.0	3723.0	4471.0	6477.0	3846.0	4220.0	4945.0	4883.0	12087.0	6676.0	8278.0	8429.0	8825.0	9806.0	13008.0	15782.0	20362.0	30109.0	52572.0	126057.0	40184286.0
AS_C_L3_M_S_S1_L004_R1_PE	17.0	13.0	17.0	104.0	34.0	32.0	34.0	52.0	4800.0	1153.0	820.0	1083.0	1583.0	6654.0	3142.0	4320.0	5372.0	6546.0	8992.0	9481.0	12296.0	13305.0	16993.0	19284.0	20562.0	24660.0	34595.0	39844.0	52160.0	78686.0	122186.0	274369.0	45328386.0
