UniqueCount	AmbigCount
0	924
5	924
1233	924
0	0
3	17
0	385
0	385
14	17
0	0
0	0
0	0
732	0
618	0
573	0
0	72140
1327	69915
608	72140
50	967
456	967
0	776
33	776
0	558
0	558
4	558
12	558
0	558
13	0
41	0
24	0
2	0
0	0
1	0
2	0
0	40
51	40
0	104
3	104
2	81
0	159
14	128
0	116
0	160
325	0
0	1339
10	1339
61	0
161	3515
34	3515
432	1
500	0
0	0
3	198
1	198
1	170
0	169
0	189
2	198
0	117
1406	117
0	102
1	87
0	91
1	80
0	17706
113	36502
0	17527
85	17611
9	37083
95	17727
1390	3
1	465
0	434
5	451
272	0
0	1551
0	1493
0	1540
651	0
32	2532
0	2215
4	3153
267	673
3	673
465	17550
110	17505
56	17550
0	324
0	304
7	324
0	878
187	878
0	0
65	0
0	0
1289	0
559	0
31064	0
1	0
8	0
834	3722
10	3722
2718	26774
1831	25609
48	25461
65	25462
25	26771
1776	0
738	0
0	2209
0	2185
0	2192
6	2108
26	2203
0	2192
5	1338
11	0
2	0
0	0
0	0
548	0
0	2296
18	2296
11	1381
12	1459
24	1336
0	1450
0	1450
80	0
0	0
0	0
364	0
7796	0
0	0
0	1437
89	1563
49	1563
399	0
1660	11
0	0
0	6
4	6
2069	0
2041	0
791	0
53	0
0	0
160	124
0	124
2	11
0	1305
7	1305
68	1305
0	0
0	0
5	44
5	44
7	0
0	298
0	298
42	0
6	0
62	0
0	31
0	31
12	33
0	33
20	0
225	1630
1	1630
11	68
6	68
358	0
275	0
0	5742
7	5543
17	5471
1571	5742
141	5202
66	5314
0	5295
0	970
0	903
0	968
0	903
3	970
0	947
0	655
1	903
7	903
75	6251
2	6059
2	5851
1217	0
182	0
1997	0
35	0
0	1192
241	1192
0	1164
0	332
1	241
0	283
2	196
2	196
21	3486
1	3387
0	3486
0	3502
0	3502
12	3481
0	0
56	2290
1	2290
64	0
0	174
11	174
9	0
0	0
0	1146
83	910
40	1022
3	909
29	1146
281	3
90	0
438	2300
46	2301
0	1919
10	1919
0	1789
671	0
0	881
206	881
0	44
3	44
202	0
0	939
0	558
6	924
0	560
0	0
0	0
0	678
0	639
0	494
625	50
0	733
4	776
729	562
46	0
4	35657
3080	35656
6	35654
0	35660
0	537
187	537
235	0
533	0
217	0
0	0
120	419
0	419
3	278
0	278
2356	0
623	0
