UniqueCount	AmbigCount
0	801
3	801
1186	801
0	0
13	31
0	903
3	903
18	31
0	0
0	0
0	0
549	0
674	0
619	0
0	150936
3306	145345
1004	150936
58	973
410	973
0	881
66	881
0	1254
0	1254
0	1254
65	1254
0	1254
5	0
17	0
39	0
7	0
3	0
0	0
9	0
0	96
101	96
0	111
6	111
3	86
0	163
17	143
0	130
3	164
405	0
0	1512
3	1512
350	0
183	5216
98	5216
654	0
544	0
2	0
0	243
0	243
1	212
0	212
1	237
0	245
0	58
1200	65
0	59
0	116
1	118
3	95
0	15587
78	36810
0	15534
53	15531
0	37137
29	15574
2103	0
0	545
2	524
2	539
205	0
0	1821
0	1778
0	1817
712	0
22	2583
0	2724
2	3461
256	801
7	801
392	17316
143	17290
84	17315
0	498
0	428
9	498
0	1303
226	1303
2	0
203	0
1	0
1466	0
2139	1
57541	3
9	0
9	0
1188	4271
8	4267
4425	41102
2314	39408
94	39118
64	39154
41	41099
1846	0
618	0
0	2619
0	2603
3	2604
2	2493
25	2617
0	2604
2	1506
18	0
0	0
0	0
0	0
562	0
0	2259
11	2259
11	2035
5	2123
32	2000
0	2118
0	2118
89	0
2	0
0	0
421	0
12115	0
0	0
0	1364
81	1459
68	1459
456	0
1302	5
0	0
0	5
0	5
718	0
1817	0
843	0
0	0
0	0
348	257
0	257
0	5
0	966
2	966
24	966
0	0
0	0
5	73
11	73
55	0
0	635
0	635
54	0
7	0
238	2
8	134
0	134
11	31
0	31
13	0
306	2407
7	2407
6	62
0	62
433	0
530	0
0	5002
4	4872
13	4758
1314	5002
139	6001
67	6110
0	6096
0	1043
0	1008
0	1041
0	1008
5	1041
0	1014
0	700
0	1008
3	1008
61	6006
5	5873
9	5598
903	0
130	0
2560	2
9	0
0	1416
232	1416
0	1391
0	371
0	279
0	281
2	202
0	202
9	4127
1	4057
7	4127
0	4138
0	4138
18	4123
0	0
90	3175
3	3175
44	0
0	166
15	166
2	0
1	0
0	1929
46	1447
166	1731
2	1446
22	1929
340	7
25	0
542	2938
108	2946
0	1967
3	1967
0	1851
703	0
0	1670
267	1670
0	61
7	61
237	0
0	1261
0	585
5	1227
0	600
0	0
0	0
0	693
2	662
0	466
1064	75
0	897
2	969
1098	620
119	0
2	62714
5370	62729
14	62718
3	62726
0	586
151	586
254	0
326	0
464	0
0	0
163	455
1	455
3	262
0	262
2602	0
740	0
21	1648
0	1648
0	720
47	720
643	0
0	2112
1728	2112
24	2027
0	2027
0	963
0	1016
46	989
0	961
2	987
247	0
3	0
0	581
0	581
554	1
47	3550
12	3555
4	3554
19	3465
2	3549
0	3549
0	3549
4	0
1482	0
2790	0
0	2103
0	2247
0	2089
0	2233
0	2102
1	2102
0	129
91	129
59	10023
0	9099
0	8849
72	9061
18	9644
17	8889
0	8891
33	9061
0	8888
0	2065
0	2068
1032	0
3157	34
0	677
79	677
0	1936
0	1640
0	1648
37	1773
0	1938
99	0
4	1341
1	1341
